site,year,j_date,n_species,n_butts,n_monarch,hours
"Attwater, TX._-96.2833_29.6833",2002,176,18,120,0,7
"Attwater, TX._-96.2833_29.6833",2006,245,38,1080,3,8
"Attwater, TX._-96.2833_29.6833",2007,244,42,1009,3,6.5
"Attwater, TX._-96.2833_29.6833",2008,243,28,421,10,6
"Attwater, TX._-96.2833_29.6833",2009,248,16,138,8,5.5
"Attwater, TX._-96.2833_29.6833",2012,245,35,679,5,8
"Attwater, TX._-96.2833_29.6833",2013,243,13,136,0,4.5
"Attwater, TX._-96.2833_29.6833",2014,242,15,101,1,6
Augusta Co._-79.032_38.181,2011,176,28,283,8,8.5
Augusta Co._-79.032_38.181,2012,175,28,366,10,8.5
Augusta Co._-79.032_38.181,2013,173,24,468,0,8.5
Augusta Co._-79.032_38.181,2014,179,25,291,0,8.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1989,203,39,3253,7,14
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1990,205,29,2931,11,6
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1991,201,36,1831,35,12
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1992,200,29,998,2,12
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1993,198,34,1323,31,10
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1994,204,34,862,13,10
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1995,203,38,940,5,8.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1996,202,41,1294,6,9
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1997,200,35,920,35,9.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1998,199,37,650,8,8.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",1999,198,39,1518,20,9
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2000,204,37,738,3,11
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2001,202,34,566,15,9.25
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2002,201,35,515,0,6.75
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2003,200,32,591,8,7.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2004,199,33,544,0,8
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2005,204,33,1004,9,8
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2006,203,31,285,29,6
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2007,202,33,734,27,9
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2008,201,34,835,4,7.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2009,199,26,218,2,8
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2010,204,40,1272,22,9.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2011,197,36,644,12,9
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2012,196,38,720,2,10
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2013,194,34,751,2,8
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2014,193,28,815,6,7
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2015,192,33,613,3,6.5
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2016,191,34,461,0,6
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2017,210,34,226,21,6
"Aullwood Audubon Center and Farm, OH._-84.2754_39.8732",2018,195,33,384,18,6
"Austin, TX._-97.7736_30.321",2004,179,35,140,0,6
"Austin, TX._-97.7736_30.321",2005,176,53,339,1,14
"Austin, TX._-97.7736_30.321",2006,175,52,271,0,10.5
"Austin, TX._-97.7736_30.321",2007,181,65,819,0,10
"Austin, TX._-97.7736_30.321",2008,180,28,98,1,9
"Austin, TX._-97.7736_30.321",2009,178,32,118,2,5.5
"Austin, TX._-97.7736_30.321",2010,177,47,336,0,9
"Austin, TX._-97.7736_30.321",2011,155,26,109,0,7
"Austin, TX._-97.7736_30.321",2012,161,36,359,0,7
"Austin, TX._-97.7736_30.321",2013,180,40,175,0,6
"Austin, TX._-97.7736_30.321",2014,179,40,213,0,7
"Austin, TX._-97.7736_30.321",2015,178,37,220,2,7
"Austin, TX._-97.7736_30.321",2016,177,25,74,0,7
Avoca_-90.4267_43.1829,2007,223,26,102,2,6
Avoca_-90.4267_43.1829,2008,222,26,120,3,6
Avoca_-90.4267_43.1829,2009,220,28,137,17,6
Avoca_-90.4267_43.1829,2010,226,30,470,28,6
Avoca_-90.4267_43.1829,2011,225,24,128,15,6
Avoca_-90.4267_43.1829,2012,224,30,184,10,6.5
Avoca_-90.4267_43.1829,2013,222,33,259,8,8
Avoca_-90.4267_43.1829,2014,221,28,156,10,6.5
Avoca_-90.4267_43.1829,2015,220,19,60,16,6
Avoca_-90.4267_43.1829,2016,219,33,264,22,7
Avoca_-90.4267_43.1829,2017,217,34,257,37,9.5
Avoca_-90.4267_43.1829,2018,216,22,159,19,7
Avon Park Air Force Range_-81.3333_27.6167,2009,167,34,522,0,20
Avon Park Air Force Range_-81.3333_27.6167,2010,166,34,497,1,6.5
Avon Park Air Force Range_-81.3333_27.6167,2011,158,37,495,0,24
Avon Park Air Force Range_-81.3333_27.6167,2012,157,43,580,0,22.5
Avon Park Air Force Range_-81.3333_27.6167,2013,161,50,1103,0,20.5
Avon Park Air Force Range_-81.3333_27.6167,2014,154,46,817,0,21
Avon Park Air Force Range_-81.3333_27.6167,2015,153,46,1396,0,19.5
Avon Park Air Force Range_-81.3333_27.6167,2016,157,43,397,0,18
Avon Park Air Force Range_-81.3333_27.6167,2017,155,46,808,0,18
Avon Park Air Force Range_-81.3333_27.6167,2018,154,39,578,1,21
Awenda Provincial Park_-79.9835_44.8173,2015,185,25,405,1,7
Awenda Provincial Park_-79.9835_44.8173,2016,212,16,82,1,25
Back Bay_-76.0159_36.6479,2017,252,18,160,2,6.5
Back Bay_-76.0159_36.6479,2018,201,12,61,5,6
"Badlands National Park, SD._-102.36_43.82",1991,180,26,324,4,8.5
"Badlands National Park, SD._-102.36_43.82",1992,180,28,347,8,11.3
"Badlands National Park, SD._-102.36_43.82",1993,186,22,134,0,8
"Badlands National Park, SD._-102.36_43.82",1994,185,32,988,5,8
"Badlands National Park, SD._-102.36_43.82",1998,179,28,159,2,5
"Badlands National Park, SD._-102.36_43.82",2001,190,20,513,8,6
"Baker Ponds, NH._-71.9685_43.8898",2004,193,23,213,0,4.75
"Baker Ponds, NH._-71.9685_43.8898",2005,191,17,257,0,6
"Baker Ponds, NH._-71.9685_43.8898",2006,197,16,150,30,6
"Baker Ponds, NH._-71.9685_43.8898",2007,202,20,144,32,8
"Baker Ponds, NH._-71.9685_43.8898",2008,194,26,148,8,6
"Baker Ponds, NH._-71.9685_43.8898",2009,209,21,192,0,6
"Baker Ponds, NH._-71.9685_43.8898",2011,190,30,101,2,7
"Baker Ponds, NH._-71.9685_43.8898",2012,190,40,295,60,16
"Baker Ponds, NH._-71.9685_43.8898",2013,187,34,541,1,13.5
"Baker Ponds, NH._-71.9685_43.8898",2014,193,40,486,9,19
"Baker Ponds, NH._-71.9685_43.8898",2015,193,37,357,3,19.5
"Baker Ponds, NH._-71.9685_43.8898",2016,199,21,88,0,3
"Baker Ponds, NH._-71.9685_43.8898",2017,190,38,337,16,6
"Baker Ponds, NH._-71.9685_43.8898",2018,196,36,361,52,20
"Balcones-Canyonlands, TX._-97.98_30.58",2003,152,36,209,0,7
"Bald Eagle State Park, PA._-77.75_41.05",1994,194,22,153,4,6
"Bald Eagle State Park, PA._-77.75_41.05",1995,195,19,152,8,12
"Bald Eagle State Park, PA._-77.75_41.05",1996,193,29,129,14,14
"Bald Mountain Recreation Area, MI._-83.21_42.75",1997,188,23,162,7,3.5
"Bald Mountain Recreation Area, MI._-83.21_42.75",2000,197,24,153,4,4
"Bald Mountain Recreation Area, MI._-83.21_42.75",2001,202,23,103,14,4
"Bald Mountain Recreation Area, MI._-83.21_42.75",2002,180,21,98,0,4
"Bald Mountain Recreation Area, MI._-83.21_42.75",2003,200,29,205,3,3
"Bald Mountain Recreation Area, MI._-83.21_42.75",2004,200,26,113,2,3.5
"Bald Mountain Recreation Area, MI._-83.21_42.75",2005,198,24,200,14,4
"Bald Mountain Recreation Area, MI._-83.21_42.75",2006,203,26,195,20,3.5
"Bald Mountain Recreation Area, MI._-83.21_42.75",2007,187,30,188,13,4
"Bald Mountain Recreation Area, MI._-83.21_42.75",2008,187,30,303,14,6
"Bald Mountain Recreation Area, MI._-83.21_42.75",2009,186,23,137,8,3.5
"Bald Mountain Recreation Area, MI._-83.21_42.75",2010,184,25,280,17,2.5
"Bald Mountain Recreation Area, MI._-83.21_42.75",2011,184,24,664,7,4.5
"Bald Mountain Recreation Area, MI._-83.21_42.75",2012,183,23,337,8,3
"Baraboo, WI._-89.7387_43.4891",1986,188,32,328,15,8.25
"Baraboo, WI._-89.7387_43.4891",1987,188,45,932,96,8.8
"Baraboo, WI._-89.7387_43.4891",1988,187,47,607,4,9.1
"Baraboo, WI._-89.7387_43.4891",1989,185,46,575,16,9.15
"Baraboo, WI._-89.7387_43.4891",1990,183,53,1532,34,8.4
"Baraboo, WI._-89.7387_43.4891",1990,184,46,513,25,8.6
"Baraboo, WI._-89.7387_43.4891",1992,196,26,255,19,5.36
"Baraboo, WI._-89.7387_43.4891",1993,195,31,297,8,6.62
"Baraboo, WI._-89.7387_43.4891",1994,181,36,451,12,6.62
"Baraboo, WI._-89.7387_43.4891",1995,194,43,321,3,6
"Baraboo, WI._-89.7387_43.4891",1996,184,30,220,2,6
"Baraboo, WI._-89.7387_43.4891",1997,194,38,332,31,8.17
"Baraboo, WI._-89.7387_43.4891",1998,184,18,82,4,3.35
"Baraboo, WI._-89.7387_43.4891",1999,183,44,387,8,6.68
"Baraboo, WI._-89.7387_43.4891",2000,188,48,249,16,6.6
"Baraboo, WI._-89.7387_43.4891",2001,188,50,668,13,6.66
"Baraboo, WI._-89.7387_43.4891",2002,181,47,415,5,8.55
"Baraboo, WI._-89.7387_43.4891",2003,195,44,278,25,7.33
"Baraboo, WI._-89.7387_43.4891",2004,193,42,222,11,8
"Baraboo, WI._-89.7387_43.4891",2005,185,47,443,19,7.2
"Baraboo, WI._-89.7387_43.4891",2006,183,53,453,49,8.5
"Baraboo, WI._-89.7387_43.4891",2007,192,57,695,49,8.2
"Baraboo, WI._-89.7387_43.4891",2008,191,42,351,13,8.5
"Baraboo, WI._-89.7387_43.4891",2009,188,53,473,14,8
"Baraboo, WI._-89.7387_43.4891",2010,179,58,653,19,8.5
"Baraboo, WI._-89.7387_43.4891",2011,192,60,662,18,9
"Baraboo, WI._-89.7387_43.4891",2012,179,58,616,23,9
"Baraboo, WI._-89.7387_43.4891",2013,191,43,335,4,9.5
"Baraboo, WI._-89.7387_43.4891",2014,184,49,871,31,10
"Baraboo, WI._-89.7387_43.4891",2015,183,46,648,3,10.5
"Baraboo, WI._-89.7387_43.4891",2016,187,51,475,12,9.5
"Baraboo, WI._-89.7387_43.4891",2017,187,43,289,12,9.5
"Baraboo, WI._-89.7387_43.4891",2018,184,53,444,104,9.5
"Barataria, LA._-90.12_29.72",1996,177,27,545,2,18
"Barataria, LA._-90.12_29.72",1997,175,16,74,0,20
"Barataria, LA._-90.12_29.72",1998,174,27,145,1,16
"Barataria, LA._-90.12_29.72",1999,163,23,155,0,11.75
"Barataria, LA._-90.12_29.72",2000,165,21,106,1,14
"Barataria, LA._-90.12_29.72",2001,170,25,266,4,14
"Barataria, LA._-90.12_29.72",2002,176,18,191,0,24
"Barataria, LA._-90.12_29.72",2003,176,17,220,6,14.5
"Barataria, LA._-90.12_29.72",2004,173,13,184,0,15
"Barataria, LA._-90.12_29.72",2005,181,14,87,0,11.5
"Barataria, LA._-90.12_29.72",2006,180,21,102,1,9
"Barataria, LA._-90.12_29.72",2007,192,14,42,1,6.5
"Barnegat, NJ._-74.2231_39.7533",2004,186,23,414,6,7
"Barnegat, NJ._-74.2231_39.7533",2005,177,22,243,2,7
"Barnegat, NJ._-74.2231_39.7533",2006,196,26,356,27,7
"Barnegat, NJ._-74.2231_39.7533",2008,185,25,311,23,6.5
"Barnegat, NJ._-74.2231_39.7533",2009,185,21,305,27,8
"Barnegat, NJ._-74.2231_39.7533",2010,186,22,242,22,6.5
"Barnegat, NJ._-74.2231_39.7533",2011,183,23,301,8,7
"Barnegat, NJ._-74.2231_39.7533",2012,186,23,227,37,7.5
"Barnegat, NJ._-74.2231_39.7533",2013,185,24,176,7,8.5
"Barnegat, NJ._-74.2231_39.7533",2014,208,20,157,4,8
"Barnegat, NJ._-74.2231_39.7533",2015,192,22,213,17,8
"Barnegat, NJ._-74.2231_39.7533",2016,184,26,142,5,6.5
"Barnegat, NJ._-74.2231_39.7533",2017,185,24,161,3,7
"Barnegat, NJ._-74.2231_39.7533",2018,195,17,187,22,7
Barnstable_-70.2996_41.7012,2004,207,18,202,0,13.75
Barnstable_-70.2996_41.7012,2005,211,15,115,6,10
Barnstable_-70.2996_41.7012,2006,210,18,195,51,7
Barnstable_-70.2996_41.7012,2007,209,13,410,61,6
Barnstable_-70.2996_41.7012,2008,208,15,318,32,7
Barnstable_-70.2996_41.7012,2009,213,22,498,38,7
Barnstable_-70.2996_41.7012,2010,212,22,401,28,8.5
Barnstable_-70.2996_41.7012,2011,211,16,290,34,5
Barnstable_-70.2996_41.7012,2012,210,18,381,19,5
Barnstable_-70.2996_41.7012,2013,208,16,464,1,5
Barnstable_-70.2996_41.7012,2014,207,28,608,18,6
Barnstable_-70.2996_41.7012,2017,203,13,174,59,4.5
"Barnstable #1, MA._-70.4_41.68",1977,191,19,345,17,6.5
"Barnstable #2, MA._-70.55_41.62",1980,187,18,338,9,5.6
Bath Co._-79.8028_38,1994,183,20,411,0,7
Bath Co._-79.8028_38,1995,203,31,1142,17,21.5
Bath Co._-79.8028_38,1996,202,32,823,8,11.5
Bath Co._-79.8028_38,1997,207,29,1105,9,10.5
Bath Co._-79.8028_38,1998,205,27,1154,19,13
Bath Co._-79.8028_38,1999,184,42,1562,2,14
Bath Co._-79.8028_38,2000,190,38,877,2,18
Bath Co._-79.8028_38,2001,188,35,873,0,19
Bath Co._-79.8028_38,2002,180,33,661,0,21
Bath Co._-79.8028_38,2003,193,29,335,3,10
Bath Co._-79.8028_38,2004,192,38,819,4,11
Bath Co._-79.8028_38,2005,190,42,1120,15,15
Bath Co._-79.8028_38,2006,190,42,1923,61,22.5
Bath Co._-79.8028_38,2007,188,31,798,5,11.5
Bath Co._-79.8028_38,2008,187,31,902,5,11.5
Bath Co._-79.8028_38,2009,199,38,608,6,15
Bath Co._-79.8028_38,2010,191,33,1187,14,12.5
Bath Co._-79.8028_38,2011,190,40,1897,6,23.5
Bath Co._-79.8028_38,2012,196,28,808,1,8
Bath Co._-79.8028_38,2015,192,39,2190,1,13.5
Bath Co._-79.8028_38,2016,191,42,1362,15,20
Bath Co._-79.8028_38,2017,189,37,1834,2,8.5
"Bay City, TX._-95.97_28.98",2003,164,34,170,4,7
"Bay City, TX._-95.97_28.98",2004,216,33,266,12,5.5
"Bay City, TX._-95.97_28.98",2005,250,38,638,12,5.5
"Bay City, TX._-95.97_28.98",2006,189,41,319,7,6.5
Bayfield Co. South_-91.0956_46.57,2008,196,34,4286,20,12
Bayfield Co. South_-91.0956_46.57,2009,201,33,1773,7,13
Bayfield Co. South_-91.0956_46.57,2010,196,40,1233,46,14
Bayfield Co. South_-91.0956_46.57,2011,210,34,841,15,13
Bayfield Co. South_-91.0956_46.57,2012,201,44,1496,21,15
Bayfield Co. South_-91.0956_46.57,2015,211,31,190,38,16
Baytown_-94.95_29.75,2009,276,23,619,0,7
Baytown_-94.95_29.75,2010,275,36,366,19,9
Baytown_-94.95_29.75,2011,302,26,305,61,9
Baytown_-94.95_29.75,2012,280,29,905,5,8
Baytown_-94.95_29.75,2013,278,25,220,1,8
Baytown_-94.95_29.75,2014,277,20,161,1,6
Baytown_-94.95_29.75,2015,276,30,310,4,8
Baytown_-94.95_29.75,2016,282,31,505,1,7
"Baytown, TX._-94.95_29.75",2000,184,27,268,0,6
"Baytown, TX._-94.95_29.75",2001,195,30,286,3,10
"Baytown, TX._-94.95_29.75",2002,187,39,314,1,8
"Baytown, TX._-94.95_29.75",2003,186,33,242,0,9
"Baytown, TX._-94.95_29.75",2004,185,45,332,1,10
"Baytown, TX._-94.95_29.75",2005,274,37,462,2,9
"Baytown, TX._-94.95_29.75",2007,293,37,339,24,8
Bear Island_-91.9167_47.7833,2008,181,13,59,0,6.5
Bear Island_-91.9167_47.7833,2009,183,12,55,0,6.5
Bear Island_-91.9167_47.7833,2010,183,9,95,2,6.5
Bear Island_-91.9167_47.7833,2011,183,13,77,0,7
Bear Island_-91.9167_47.7833,2012,184,13,143,0,4.5
Bear Island_-91.9167_47.7833,2013,184,15,109,0,6
Bear Island_-91.9167_47.7833,2014,183,10,75,0,6
Bear Island_-91.9167_47.7833,2015,183,12,79,0,6
Bear Island_-91.9167_47.7833,2016,184,8,58,0,6.5
Bear Island_-91.9167_47.7833,2017,184,10,41,0,6.5
Bear Lake National Wildlife Refuge_-111.3245_42.1714,2016,196,7,117,5,6.5
Bear Lake National Wildlife Refuge_-111.3245_42.1714,2017,192,14,150,5,7
Bear Lake National Wildlife Refuge_-111.3245_42.1714,2018,184,13,98,0,6.5
"Bear Trap Junction, MN._-92.4833_46.8833",2001,185,17,27,1,4
"Bear Trap Junction, MN._-92.4833_46.8833",2002,185,20,75,3,4.33
"Bear Trap Junction, MN._-92.4833_46.8833",2003,183,22,317,10,6.1
"Bear Trap Junction, MN._-92.4833_46.8833",2005,185,20,25075,7,4.9
"Bear Trap Junction, MN._-92.4833_46.8833",2006,184,23,33191,14,5.5
"Bear Trap Junction, MN._-92.4833_46.8833",2007,182,25,7667,14,7
"Bear Trap Junction, MN._-92.4833_46.8833",2008,188,16,14105,8,5
"Bear Trap Junction, MN._-92.4833_46.8833",2009,186,17,25560,2,7
"Bear Trap Junction, MN._-92.4833_46.8833",2010,186,21,886,31,6
"Bear Trap Junction, MN._-92.4833_46.8833",2011,184,15,7022,11,6.5
"Bear Trap Junction, MN._-92.4833_46.8833",2012,185,27,11169,12,7.5
"Bear Trap Junction, MN._-92.4833_46.8833",2013,183,19,263,3,8.5
"Beardstown, IL._-90.4278_39.9484",1995,192,29,200,8,3.25
"Beardstown, IL._-90.4278_39.9484",1997,172,32,1147,6,3.75
"Beardstown, IL._-90.4278_39.9484",1998,171,35,602,12,5
"Beardstown, IL._-90.4278_39.9484",1999,170,42,911,8,6.75
"Beardstown, IL._-90.4278_39.9484",2000,174,38,554,8,5
"Beardstown, IL._-90.4278_39.9484",2001,177,37,497,12,6
"Beardstown, IL._-90.4278_39.9484",2002,184,37,563,8,4.5
"Beardstown, IL._-90.4278_39.9484",2003,172,37,1103,20,6.5
"Beardstown, IL._-90.4278_39.9484",2004,177,39,478,16,5.5
"Beardstown, IL._-90.4278_39.9484",2005,174,27,299,4,6
"Beardstown, IL._-90.4278_39.9484",2006,166,38,582,11,6.5
"Beardstown, IL._-90.4278_39.9484",2007,181,40,856,42,7.5
"Beardstown, IL._-90.4278_39.9484",2008,178,38,1285,25,6.5
"Beardstown, IL._-90.4278_39.9484",2009,180,40,434,76,6.5
"Beardstown, IL._-90.4278_39.9484",2010,175,32,625,57,5.5
"Beardstown, IL._-90.4278_39.9484",2011,179,38,625,16,6.5
"Beardstown, IL._-90.4278_39.9484",2012,177,27,330,2,3.5
"Beartooth Butte, WY._-109.6_44.93",1984,193,30,286,0,5.2
"Beartooth Butte, WY._-109.6_44.93",1985,179,40,273,1,5.7
"Beartooth Butte, WY._-109.6_44.93",1986,209,39,505,0,6.17
"Beartooth Butte, WY._-109.6_44.93",1987,209,36,637,0,4.9
"Beartooth Butte, WY._-109.6_44.93",1988,202,44,1135,0,8
"Beartooth Butte, WY._-109.6_44.93",1989,199,49,1000,1,8
"Beartooth Butte, WY._-109.6_44.93",1990,215,41,753,0,6
"Beartooth Butte, WY._-109.6_44.93",1991,206,39,632,0,4.5
"Beartooth Butte, WY._-109.6_44.93",1992,213,36,544,0,6.1
"Beartooth Butte, WY._-109.6_44.93",1993,200,29,368,0,5.2
"Beartooth Butte, WY._-109.6_44.93",1994,208,39,788,0,6.5
"Beartooth Butte, WY._-109.6_44.93",1995,187,20,297,0,5
"Beartooth Butte, WY._-109.6_44.93",1996,197,34,580,0,5.6
"Beartooth Butte, WY._-109.6_44.93",1998,208,51,889,0,6
"Beartooth Butte, WY._-109.6_44.93",1999,211,39,420,0,6.3
"Beartooth Butte, WY._-109.6_44.93",2000,214,48,1543,0,7.6
"Beartooth Butte, WY._-109.6_44.93",2001,213,40,1027,0,7.8
"Beartooth Butte, WY._-109.6_44.93",2002,208,34,289,0,5.3
"Beartooth Butte, WY._-109.6_44.93",2005,209,43,794,0,7.1
"Beartooth Butte, WY._-109.6_44.93",2006,208,40,1480,0,7
"Beartooth Butte, WY._-109.6_44.93",2007,212,35,533,0,6
"Beaver Creek Reserve, WI._-91.2701_44.8134",2001,202,24,1620,192,11.75
"Beaver Creek Reserve, WI._-91.2701_44.8134",2003,193,48,1774,36,18.25
"Beaver Creek Reserve, WI._-91.2701_44.8134",2004,194,49,1693,16,28
"Beaver Creek Reserve, WI._-91.2701_44.8134",2005,193,39,1900,15,16
"Beaver Creek Reserve, WI._-91.2701_44.8134",2006,199,39,1166,133,24.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2007,198,33,592,109,15
"Beaver Creek Reserve, WI._-91.2701_44.8134",2008,197,34,831,52,16.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2009,203,29,856,63,25.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2010,194,39,2009,301,24.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2011,193,36,609,29,21.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2012,192,44,1281,116,16.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2013,191,26,102,8,10.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2014,189,34,315,16,8
"Beaver Creek Reserve, WI._-91.2701_44.8134",2015,195,28,137,15,6.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2016,193,20,143,8,7.5
"Beaver Creek Reserve, WI._-91.2701_44.8134",2017,191,17,128,21,7
"Beaver Creek Reserve, WI._-91.2701_44.8134",2018,191,20,135,26,6
"Beaver Meadow, NY._-78.37_42.67",1980,180,11,513,1,3
"Beaver Meadow, NY._-78.37_42.67",1981,178,11,348,1,3
"Beaver Meadow, NY._-78.37_42.67",1983,183,10,1929,0,5.5
"Beaver Meadow, NY._-78.37_42.67",1984,182,19,7407,1,7.5
"Beaver Meadow, NY._-78.37_42.67",1986,186,13,1091,4,6
"Beavercreek Wildlife Area, OH._-84.02_39.83",1997,193,17,186,6,3.5
"Beavercreek Wildlife Area, OH._-84.02_39.83",1998,192,21,384,0,4
"Beavercreek Wildlife Area, OH._-84.02_39.83",2000,197,26,953,9,3.3
"Beavercreek Wildlife Area, OH._-84.02_39.83",2001,195,22,267,5,3
"Beavercreek Wildlife Area, OH._-84.02_39.83",2002,194,16,644,2,3
"Beavercreek Wildlife Area, OH._-84.02_39.83",2003,193,23,222,6,4
"Beaverhill Bird Observatory, AB, Canada._-112.52_53.38",2007,195,22,1092,0,18
"Belleplain, NJ._-74.9333_39.25",1991,195,53,1533,105,32.5
"Belleplain, NJ._-74.9333_39.25",1992,186,42,1351,3,31.5
"Belleplain, NJ._-74.9333_39.25",1993,177,47,1937,24,38
"Belleplain, NJ._-74.9333_39.25",1994,189,42,1810,33,33
"Belleplain, NJ._-74.9333_39.25",1995,181,51,2797,77,52
"Belleplain, NJ._-74.9333_39.25",1996,180,50,4774,36,40
"Belleplain, NJ._-74.9333_39.25",1998,178,42,1984,37,44
"Belleplain, NJ._-74.9333_39.25",1999,177,48,1835,13,38
"Belleplain, NJ._-74.9333_39.25",2000,176,51,3008,17,38.5
"Belleplain, NJ._-74.9333_39.25",2001,174,50,1331,1,29
"Belleplain, NJ._-74.9333_39.25",2002,173,45,1770,0,34.5
"Belleplain, NJ._-74.9333_39.25",2003,175,43,2928,6,50.5
"Belleplain, NJ._-74.9333_39.25",2004,183,48,2756,7,41
"Belleplain, NJ._-74.9333_39.25",2005,174,45,1939,2,35
"Belleplain, NJ._-74.9333_39.25",2006,201,42,1563,96,39
"Belleplain, NJ._-74.9333_39.25",2007,200,42,1186,31,21
"Belleplain, NJ._-74.9333_39.25",2008,201,45,1653,19,31
"Belleplain, NJ._-74.9333_39.25",2009,178,41,1694,46,39.5
"Belleplain, NJ._-74.9333_39.25",2010,180,42,2021,30,44.5
"Belleplain, NJ._-74.9333_39.25",2011,179,38,1164,9,30
"Belleplain, NJ._-74.9333_39.25",2012,171,38,1432,32,38.5
"Belleplain, NJ._-74.9333_39.25",2013,176,36,1294,1,30
"Belleplain, NJ._-74.9333_39.25",2014,176,33,1639,0,31
"Belleplain, NJ._-74.9333_39.25",2015,181,33,1289,12,36
"Bemidji, MN._-94.8837_47.4601",1995,200,29,1160,6,9.1
"Bemidji, MN._-94.8837_47.4601",1996,199,47,1257,16,13.25
"Bemidji, MN._-94.8837_47.4601",1997,200,31,342,36,5.25
"Bemidji, MN._-94.8837_47.4601",1998,208,27,346,41,9.5
"Bemidji, MN._-94.8837_47.4601",1999,198,36,848,172,12.1
"Bemidji, MN._-94.8837_47.4601",2000,197,47,1277,43,14.25
"Bemidji, MN._-94.8837_47.4601",2001,202,47,3401,482,19.58
"Bemidji, MN._-94.8837_47.4601",2002,202,45,1498,83,12.85
"Bemidji, MN._-94.8837_47.4601",2003,200,51,1308,71,14.6
"Bemidji, MN._-94.8837_47.4601",2004,206,50,1460,16,14.75
"Bemidji, MN._-94.8837_47.4601",2005,205,50,2398,333,20.74
"Bemidji, MN._-94.8837_47.4601",2006,203,35,843,165,13
"Bemidji, MN._-94.8837_47.4601",2007,202,43,589,148,10.5
"Bemidji, MN._-94.8837_47.4601",2008,203,53,1737,19,15.5
"Bemidji, MN._-94.8837_47.4601",2009,207,36,1141,19,11.5
"Bemidji, MN._-94.8837_47.4601",2010,206,42,973,114,21
"Bemidji, MN._-94.8837_47.4601",2011,205,44,2054,216,14
"Bemidji, MN._-94.8837_47.4601",2012,203,48,1471,209,18.5
"Bemidji, MN._-94.8837_47.4601",2013,201,52,5171,15,19.5
"Bemidji, MN._-94.8837_47.4601",2014,200,53,2437,63,15.5
"Bemidji, MN._-94.8837_47.4601",2015,206,46,2038,320,19.5
"Bemidji, MN._-94.8837_47.4601",2016,206,41,1305,79,15.5
"Bemidji, MN._-94.8837_47.4601",2017,203,44,2699,95,20.5
"Bemidji, MN._-94.8837_47.4601",2018,202,31,1105,298,16.5
"Benicia, CA._-122.1847_38.0691",1998,193,19,349,3,5
"Benicia, CA._-122.1847_38.0691",2000,177,18,252,3,7
"Benicia, CA._-122.1847_38.0691",2003,165,29,305,0,6.5
"Benicia, CA._-122.1847_38.0691",2004,170,20,86,0,8
"Benicia, CA._-122.1847_38.0691",2005,178,20,146,0,5.5
"Benicia, CA._-122.1847_38.0691",2006,171,27,204,1,6.5
"Benicia, CA._-122.1847_38.0691",2007,158,27,216,0,6.5
"Benicia, CA._-122.1847_38.0691",2008,170,35,340,0,17
"Benicia, CA._-122.1847_38.0691",2009,176,34,494,0,17
"Benicia, CA._-122.1847_38.0691",2010,171,39,564,0,17.5
"Benicia, CA._-122.1847_38.0691",2011,176,37,387,1,18
